"mirna","log2FC","logCPM","p_value","fdr","significant"
"hsa-miR-1207-5p",0.0901916714437202,9.33327584514095,0.0027054350123229,0.00324771383637881,FALSE
"hsa-miR-6775-5p",-0.0991184652925899,10.5579118927073,0.00357356672725933,0.00428042607990403,FALSE
"hsa-miR-6726-5p",-0.152631064592068,10.4386230499783,0.00431344523708356,0.00515532380309329,FALSE
"hsa-miR-873-3p",0.0597048920244015,8.37191750090708,0.00439800985558487,0.00524489140326861,FALSE
"hsa-miR-6810-5p",0.0644844118162932,8.4334613763427,0.00447425648198587,0.00532416983118406,FALSE
"hsa-miR-6756-5p",0.0844195179411106,10.1974649224469,0.00465355375881128,0.00552546143475413,FALSE
"hsa-miR-6826-5p",0.0708121797344847,9.05242433565861,0.00485140811663435,0.00574786396427331,FALSE
"hsa-miR-1225-3p",0.0643468571628474,8.88012865379577,0.00569403293274511,0.00673155737168348,FALSE
"hsa-miR-296-3p",0.0790571639277988,8.59393912875108,0.00697198419884965,0.0082245268146603,FALSE
"hsa-miR-6511b-5p",0.0720904009030607,8.38105520632724,0.00701605143386053,0.00825863505713605,FALSE
"hsa-miR-6877-3p",0.0635027879134393,8.56123794893546,0.00710313715500106,0.00834312446007667,FALSE
"hsa-miR-4274",-0.0603778521208053,8.54275020534071,0.00880392557848498,0.0103185794414501,FALSE
"hsa-miR-5001-5p",0.0594001097043034,10.1298469900561,0.00987882028440793,0.0115535559120222,FALSE
"hsa-miR-6790-5p",-0.0523423542107978,8.63658470424049,0.0114133911376592,0.0133196962955551,FALSE
"hsa-miR-6862-3p",0.070174857057809,8.45564883612077,0.0114973026522452,0.0133889528749437,FALSE
"hsa-miR-3713",0.0555059855282449,8.28067076454797,0.0120915437661566,0.0140509410502247,FALSE
"hsa-miR-4695-5p",0.0845436294224267,9.82507258160907,0.0129057504715314,0.0149651787382651,FALSE
"hsa-miR-4513",0.0605945779048461,8.61727936812046,0.0140075047067787,0.0162082591617715,FALSE
"hsa-miR-6732-3p",-0.0745723628563161,8.3232769016858,0.0141889960732384,0.016383480635413,FALSE
"hsa-miR-139-3p",0.0633288024754289,8.343784083882,0.014275788299166,0.0164488469831828,FALSE
"hsa-miR-4769-3p",0.0685841936098499,8.2563772850118,0.0148918464548641,0.0171224816833353,FALSE
"hsa-miR-3187-3p",-0.0689793269195146,8.506276174963,0.0149435999061419,0.0171458146291522,FALSE
"hsa-miR-92a-3p",0.0711721263284682,8.58745550574391,0.0187438759590876,0.0214609504153419,FALSE
"hsa-miR-1233-3p",-0.0526012044662448,8.43768877667178,0.0214049789086157,0.024456422442758,FALSE
"hsa-miR-4417",0.137694382421808,9.23172658351786,0.0238040324797072,0.0271405809653566,FALSE
"hsa-miR-6889-5p",-0.109240156752671,9.31059115023038,0.0239349587317654,0.0272328862396913,FALSE
"hsa-miR-4508",0.166114884250474,13.918426451072,0.0241658974989581,0.0274383627852754,FALSE
"hsa-miR-1199-5p",0.0740782888916483,8.37860182784997,0.0254068719248721,0.028787412056248,FALSE
"hsa-miR-6859-3p",0.0616682053426134,8.29531713225015,0.027458432667139,0.0310473979327609,FALSE
"hsa-miR-6759-5p",0.0554660333899033,8.3397066684888,0.0281142285942852,0.0317230943765744,FALSE
"hsa-miR-423-5p",0.0639782521362448,9.32376376494805,0.0289148732678073,0.0325591031631302,FALSE
"hsa-miR-345-3p",-0.0557924508139651,8.5626799562697,0.0336900307620171,0.0378578696191738,FALSE
"hsa-miR-365a-5p",-0.0454964103141853,9.06489372851019,0.0450191366484052,0.0504844227847342,FALSE
"hsa-miR-210-5p",-0.0527162500166692,8.49145060755188,0.0462326805054076,0.0517388313664212,FALSE
"hsa-miR-4725-3p",-0.111743862001069,10.7737228195159,0.0463525151455733,0.0517666408900358,FALSE
"hsa-miR-6515-3p",-0.0505239579981038,9.1357783004865,0.0474788044537119,0.0529160499535235,FALSE
"hsa-miR-4450",-0.0643437806315224,8.54726975409868,0.0480928273896624,0.0534910018925837,FALSE
"hsa-miR-6816-5p",-0.176749068451632,10.737841995584,0.0523911208190575,0.0581530770802166,FALSE
"hsa-miR-7155-5p",0.0418927322610944,8.72740970050455,0.0538147629488584,0.0596118817218045,FALSE
"hsa-miR-4488",-0.165044240069889,13.8182372030947,0.0594561667673775,0.0657274054527804,FALSE
"hsa-miR-663a",-0.0984672733509754,11.8064332566026,0.0687012852543682,0.0757939280640297,FALSE
"hsa-miR-6861-3p",-0.0466189785749446,8.48003051491894,0.0720285995197312,0.0793042156328354,FALSE
"hsa-miR-6511b-3p",-0.0458691979508945,8.41114490885074,0.0851145732399448,0.0935230693866329,FALSE
"hsa-miR-6804-3p",-0.0455705639007846,8.4106264416592,0.0861612638517014,0.0944826736401957,FALSE
"hsa-miR-4442",0.0784765653478491,10.645640983387,0.0944728946431852,0.103389011205895,FALSE
"hsa-miR-6741-5p",0.0342429467589352,9.56317208815745,0.116849820926413,0.127621547905601,FALSE
"hsa-miR-197-3p",0.0302535083487031,8.46301517635736,0.118153301358512,0.128787098480778,FALSE
"hsa-miR-4665-3p",-0.029331276019941,8.4836211154199,0.128484130061007,0.139768165435627,FALSE
"hsa-miR-5100",0.0987889008639803,9.9547107766022,0.131833915180491,0.143126461699936,FALSE
"hsa-miR-6779-5p",-0.0393856744982401,9.51408711540375,0.134039808384802,0.145231999144567,FALSE
"hsa-miR-125b-1-3p",-0.0428522020555171,8.35734393171891,0.135482471118394,0.146503862618105,FALSE
"hsa-miR-766-3p",0.0288979541664111,8.52913332064872,0.168441297249397,0.181783182180042,FALSE
"hsa-miR-6825-3p",0.0337446061578223,8.48009923453057,0.188643158292356,0.203182848358367,FALSE
"hsa-miR-5196-5p",-0.0314769161619607,8.72245965218702,0.189244480896675,0.203428485382027,FALSE
"hsa-miR-4758-5p",-0.0384221645298917,10.3489818937078,0.209251715008005,0.224492489526304,FALSE
"hsa-miR-874-5p",-0.0311436784875175,8.36375183614483,0.211986199141046,0.226979329139234,FALSE
"hsa-miR-6827-5p",-0.0346691705212444,8.24943159116951,0.217002628196878,0.231894965426075,FALSE
"hsa-miR-4665-5p",0.0591389800804836,10.3616939566776,0.238921907122413,0.254818863760695,FALSE
"hsa-miR-449b-3p",-0.0253471150570675,8.20560285365175,0.245218411149833,0.261023504055975,FALSE
"hsa-miR-7109-5p",-0.0342209417049743,9.64727024635532,0.292270419940677,0.310501713192337,FALSE
"hsa-miR-4276",0.0284923900836583,8.4271882616079,0.296562205016374,0.31444825240063,FALSE
"hsa-miR-6894-5p",-0.0253182401310799,8.70983309419283,0.311299523351788,0.329433476168397,FALSE
"hsa-miR-7109-3p",0.0265567473092416,8.42425790909234,0.349590689556935,0.369238228311104,FALSE
"hsa-miR-668-3p",-0.0175322110963445,8.28206761690388,0.368514436724796,0.388472665406217,FALSE
"hsa-miR-208a-5p",-0.0221514250161018,8.55025654068772,0.401226273929446,0.422139612531946,FALSE
"hsa-miR-6802-5p",-0.0205773560388403,10.4539156317249,0.450923149800439,0.47351274882705,FALSE
"hsa-miR-6132",0.0297852098596062,10.3512553551527,0.492206468103312,0.515870240608279,FALSE
"hsa-miR-4535",-0.00898393348852444,8.33829755305785,0.494283716611751,0.517053024094826,FALSE
"hsa-miR-532-3p",0.0138619674630347,8.42572648162394,0.497463172834284,0.51938204826568,FALSE
"hsa-miR-4484",-0.055737197101752,11.7173249510057,0.530778308729031,0.55310550336008,FALSE
"hsa-miR-557",0.0233474657782501,8.75533962380184,0.545473413661034,0.567333989399358,FALSE
"hsa-miR-6124",-0.0152944538693063,9.62485299423825,0.549953504564112,0.570904114261793,FALSE
"hsa-miR-6815-5p",0.014696704065443,8.32677244194997,0.563334067583773,0.583682636564936,FALSE
"hsa-miR-4419a",-0.0140671520229591,8.50647705411559,0.571321219863697,0.590835037619952,FALSE
"hsa-miR-877-3p",0.0128515656341822,8.43722252619025,0.57718834311181,0.595772058704425,FALSE
"hsa-miR-5006-5p",-0.0166994369479938,8.33595006765692,0.585369271282802,0.603074201983227,FALSE
"hsa-miR-3185",-0.0141295915590011,9.23533555621422,0.591069834349565,0.607798225887761,FALSE
"hsa-miR-6782-5p",0.0153263591690448,8.95413016007565,0.598768064075567,0.614554792695261,FALSE
"hsa-miR-6860",-0.0177912317708422,8.46962369553625,0.61525156368413,0.630285906405735,FALSE
"hsa-miR-5739",0.0119047041057507,9.23698271600546,0.618714910628726,0.632644702237628,FALSE
"hsa-miR-6731-5p",0.00852277437916529,8.46413284773868,0.646497058146855,0.659814413277221,FALSE
"hsa-miR-6789-5p",0.0199175763194444,10.7946869741835,0.687340193617456,0.700187673871988,FALSE
"hsa-miR-6743-5p",0.0213981996691597,10.8753221304455,0.734043206008213,0.746368558347903,FALSE
"hsa-miR-4525",-0.0114029305418513,10.2025555527631,0.743603965397362,0.754681864323207,FALSE
"hsa-miR-6729-3p",0.0051107689262498,8.77264371879108,0.797234498973679,0.807607438551404,FALSE
"hsa-miR-6752-5p",0.0210988326635693,11.5265692779447,0.806302461729904,0.815277999337287,FALSE
"hsa-miR-6749-5p",0.0103579864253455,11.228887154932,0.821337913966293,0.828942894651166,FALSE
"hsa-miR-6089",-0.0192768591212828,14.3360621182747,0.831212411635821,0.83735815959616,FALSE
"hsa-miR-5787",0.0106190342815552,13.8390299041179,0.896731647727459,0.901695107032224,FALSE
"hsa-miR-6848-5p",-0.00051097092364245,8.78830187868897,0.96145897715058,0.965000262517617,FALSE
"hsa-miR-1234-3p",0.00234221080634208,8.50262063657431,0.965098554398697,0.966872632623695,FALSE
"hsa-miR-128-2-5p",-0.00122876637264636,12.1237822127035,0.981288875118866,0.981288875118866,FALSE
