mirna,mean_cancer,mean_healthy,log2FC,se,t_stat,df_welch,p_value,rank,fdr_bh,significant
hsa-miR-4638-5p,3.6388,4.5366,-0.8978,0.042043,-21.3535,3188.7,1.1403803553831967e-94,401,1.5498935004584597e-94,True
hsa-miR-6756-3p,3.7917,4.5705,-0.7788,0.036688,-21.227,3506.0,3.5695102717808314e-94,402,4.839261438110829e-94,True
hsa-miR-4749-3p,3.7643,4.5586,-0.7942,0.037534,-21.1601,3456.0,1.5017758319366893e-93,403,2.0309375394677315e-93,True
hsa-miR-4419b,4.3645,5.1306,-0.7662,0.036126,-21.2082,2562.7,4.2057270618604054e-92,404,5.6735674473116854e-92,True
hsa-miR-7113-3p,3.7171,4.6202,-0.903,0.042715,-21.1414,2739.7,5.033744926954819e-92,405,6.773804901704633e-92,True
hsa-miR-211-3p,4.4257,5.253,-0.8273,0.039007,-21.2083,2495.5,6.436981656713973e-92,406,8.640775869234273e-92,True
hsa-miR-7106-5p,3.9026,4.799,-0.8964,0.042488,-21.0984,2635.1,1.980279509364129e-91,407,2.65172563293231e-91,True
hsa-miR-4498,3.8557,4.6432,-0.7874,0.037374,-21.0696,2530.5,6.245749036030106e-91,408,8.342973589795118e-91,True
hsa-miR-1281,3.7863,4.5774,-0.791,0.037998,-20.8179,3285.9,1.6237438449425822e-90,409,2.163668448639871e-90,True
hsa-miR-4257,4.7279,5.426,-0.6981,0.033788,-20.6614,3761.7,6.358580776769929e-90,410,8.452259813023442e-90,True
hsa-miR-6778-5p,4.74,5.5327,-0.7927,0.038312,-20.6899,2761.5,1.5809788063515e-88,411,2.096431750514763e-88,True
hsa-miR-6721-5p,4.369,5.4232,-1.0542,0.051786,-20.3566,3752.1,1.8276420604273951e-87,412,2.4176333080896366e-87,True
hsa-miR-4706,5.081,6.0182,-0.9371,0.045392,-20.6456,2377.5,3.067141345210035e-87,413,4.0474383368994405e-87,True
hsa-miR-4723-3p,3.7674,4.5024,-0.735,0.036205,-20.3005,3333.4,1.7568740664587002e-86,414,2.3127931551207524e-86,True
hsa-miR-4787-3p,3.8347,4.5716,-0.7369,0.036561,-20.1556,3379.6,2.0759307793960774e-85,415,2.726222348845451e-85,True
hsa-miR-92a-2-5p,4.1634,5.6195,-1.4561,0.072838,-19.9908,4015.9,7.80723586574089e-85,416,1.0228229679876888e-84,True
hsa-miR-6742-5p,3.7706,4.5635,-0.7929,0.03912,-20.2677,2543.0,8.687978445280889e-85,417,1.1354791972849123e-84,True
hsa-miR-7111-5p,4.5338,5.567,-1.0332,0.051777,-19.9549,3951.4,1.73369553441388e-84,418,2.2604403498936952e-84,True
hsa-miR-6792-3p,3.8253,4.5283,-0.703,0.035105,-20.0259,3366.1,2.2343970994806745e-84,419,2.906316036317345e-84,True
hsa-miR-4710,3.5802,4.5979,-1.0177,0.050399,-20.1932,2182.5,2.8493968767429435e-83,420,3.697431661487867e-83,True
hsa-miR-6125,7.8982,9.6335,-1.7353,0.087446,-19.8438,3221.6,9.036700827264419e-83,421,1.1698341926031136e-82,True
hsa-miR-328-5p,6.788,8.5515,-1.7635,0.089076,-19.7978,2977.5,4.71623448256472e-82,422,6.090871547388086e-82,True
hsa-miR-3158-5p,3.837,4.5838,-0.7468,0.038059,-19.6232,2412.3,1.154904186348851e-79,423,1.4879971195274793e-79,True
hsa-miR-371a-5p,4.6671,5.3702,-0.7031,0.036148,-19.4522,3100.6,1.2904361639529543e-79,424,1.6586974277225474e-79,True
hsa-miR-663a,5.5777,7.5971,-2.0194,0.103131,-19.5811,2139.6,1.1470834274106581e-78,425,1.470965806914844e-78,True
hsa-miR-6887-5p,4.2935,5.1042,-0.8107,0.042117,-19.2487,2674.5,1.974407218834109e-77,426,2.525943507663356e-77,True
hsa-miR-4472,3.6605,4.4752,-0.8147,0.042854,-19.0109,3495.5,9.13399519481374e-77,427,1.1658143749820817e-76,True
hsa-miR-6085,6.3837,7.7433,-1.3596,0.071921,-18.9043,3393.3,7.305991600131245e-76,428,9.303190238484881e-76,True
hsa-miR-6791-5p,5.6864,6.8912,-1.2048,0.063915,-18.8494,3810.3,7.589016228231211e-76,429,9.641057912321703e-76,True
hsa-miR-1268a,6.3402,7.9154,-1.5752,0.08552,-18.4187,3726.5,1.4125022220696216e-72,430,1.790264444251032e-72,True
hsa-miR-7641,4.1269,4.9848,-0.8579,0.046344,-18.5108,2980.8,1.6839960621745297e-72,431,2.1294149742114122e-72,True
hsa-miR-1268b,6.1479,7.4114,-1.2635,0.068818,-18.3599,4006.0,2.3671817797938855e-72,432,2.9863751620084897e-72,True
hsa-miR-4745-5p,6.3407,8.4962,-2.1555,0.116898,-18.4388,2708.3,1.294700748865018e-71,433,1.6295887023820665e-71,True
hsa-miR-6724-5p,5.7451,7.1951,-1.45,0.079955,-18.1356,3255.1,4.222065290629002e-70,434,5.301902265882041e-70,True
hsa-miR-7110-5p,3.9124,4.9563,-1.0439,0.058253,-17.9204,3672.9,6.488694036942321e-69,435,8.12951321869785e-69,True
hsa-miR-4675,4.8312,5.6902,-0.859,0.04745,-18.1025,2467.3,7.172181437049842e-69,436,8.965226796312302e-69,True
hsa-miR-4690-5p,4.092,4.8421,-0.7501,0.041662,-18.0039,2491.6,3.176860330348537e-68,437,3.961988283844285e-68,True
hsa-miR-4632-5p,5.7128,6.5971,-0.8843,0.050078,-17.658,3669.8,4.866215029113046e-67,438,6.054993586453447e-67,True
hsa-miR-6126,7.1892,8.6276,-1.4384,0.083291,-17.2699,3513.4,3.307000536507627e-64,439,4.1055018050037745e-64,True
hsa-miR-6787-5p,5.3909,6.3425,-0.9517,0.054853,-17.3494,2400.3,1.2875458115735075e-63,440,1.59480106206264e-63,True
hsa-miR-638,8.9053,10.1386,-1.2333,0.072611,-16.9844,4015.3,1.560061867551131e-62,441,1.9279676140938012e-62,True
hsa-miR-762,7.5072,9.5202,-2.013,0.120842,-16.6582,3490.2,5.169715216150108e-60,442,6.374422608148889e-60,True
hsa-miR-4695-5p,5.0676,5.8527,-0.7851,0.047459,-16.5431,3874.2,1.8799760224361024e-59,443,2.3128373187983653e-59,True
hsa-miR-6798-5p,5.3218,6.8586,-1.5369,0.094114,-16.3297,3750.5,5.801265134142623e-58,444,7.120922293035428e-58,True
hsa-miR-6800-3p,3.815,4.4691,-0.654,0.040389,-16.1934,3647.4,5.222535699997373e-57,445,6.39613922808667e-57,True
hsa-miR-6777-5p,4.1992,4.8468,-0.6476,0.040751,-15.8923,3860.3,3.8775767244895635e-55,446,4.73829442790765e-55,True
hsa-miR-4322,3.9798,4.5327,-0.5529,0.035094,-15.7554,3424.5,4.777654885418115e-54,447,5.825104949782713e-54,True
hsa-miR-6088,7.6582,6.1807,1.4775,0.094086,15.7035,3994.1,5.715008391889924e-54,448,6.952409762455377e-54,True
hsa-miR-3665,7.8496,9.7389,-1.8892,0.120873,-15.6297,3411.7,3.0752214315220403e-53,449,3.7327297999543694e-53,True
hsa-miR-4447,4.1556,4.8041,-0.6485,0.041568,-15.5998,3423.6,4.699418900038199e-53,450,5.691518445601819e-53,True
hsa-miR-3960,10.4316,11.9609,-1.5293,0.098361,-15.5483,3485.9,9.294193201218196e-53,451,1.1231342116771435e-52,True
hsa-miR-1185-1-3p,5.3267,6.0997,-0.773,0.049657,-15.5659,3004.8,1.3312194213012844e-52,452,1.6051207624097345e-52,True
hsa-miR-6087,7.2257,5.2164,2.0093,0.131313,15.3013,3590.7,2.9994797382154533e-51,453,3.608645601164287e-51,True
hsa-miR-1237-5p,6.7643,4.708,2.0563,0.134354,15.3052,3508.8,3.080651408572353e-51,454,3.698138805444785e-51,True
hsa-miR-128-2-5p,6.549,7.8767,-1.3277,0.086642,-15.3244,2467.8,1.0533862994155942e-50,455,1.2617484245747227e-50,True
hsa-miR-6726-5p,4.7871,6.0039,-1.2168,0.080261,-15.1608,2971.4,4.579575167511701e-50,456,5.473395759416397e-50,True
hsa-miR-3178,6.9561,8.2714,-1.3153,0.08738,-15.0521,3926.9,8.007154063834912e-50,457,9.549013052056952e-50,True
hsa-miR-4430,3.8036,4.4836,-0.68,0.045567,-14.9234,3366.8,8.158355729531319e-49,458,9.708087058066744e-49,True
hsa-miR-4507,4.1356,4.7234,-0.5878,0.039937,-14.7184,3861.7,9.449341835061354e-48,459,1.1219806754048885e-47,True
hsa-miR-6803-5p,6.0915,7.5699,-1.4784,0.1013,-14.5943,3138.8,1.001227051320399e-46,460,1.1862363977600381e-46,True
hsa-miR-6089,8.8625,6.964,1.8986,0.131027,14.4898,4014.7,2.0478386708279637e-46,461,2.420980641217441e-46,True
hsa-miR-4739,6.2664,7.7552,-1.4888,0.102463,-14.5299,3034.2,2.709251420466711e-46,462,3.195978407260514e-46,True
hsa-miR-744-5p,5.5348,6.209,-0.6742,0.04716,-14.2965,3906.3,3.1251409923679054e-45,463,3.6786216864805796e-45,True
hsa-miR-675-5p,4.4743,5.0199,-0.5456,0.038442,-14.1939,3437.8,1.7619858240419649e-44,464,2.0695738666010148e-44,True
hsa-miR-6757-5p,5.1873,5.8105,-0.6232,0.044112,-14.1278,3453.5,4.2311690204633833e-44,465,4.959112077747407e-44,True
hsa-miR-8059,5.6884,6.652,-0.9636,0.068283,-14.1119,1717.8,7.220174085388753e-43,466,8.444195014027618e-43,True
hsa-miR-1225-5p,4.5546,3.7192,0.8354,0.060736,13.754,4001.9,4.3109996993618354e-42,467,5.0310381930453963e-42,True
hsa-miR-642b-3p,6.1429,6.9087,-0.7659,0.055689,-13.7525,2238.9,2.2516285155273754e-41,468,2.6220887627402125e-41,True
hsa-miR-4327,5.8118,6.5176,-0.7058,0.052918,-13.3381,3689.9,1.135630325773903e-39,469,1.3196557090549618e-39,True
hsa-miR-6780b-5p,5.6977,6.7824,-1.0847,0.083917,-12.9253,3138.2,2.846122736514173e-37,470,3.3002912582983495e-37,True
hsa-miR-6816-5p,4.816,3.4422,1.3738,0.107945,12.7265,3711.5,2.3958884260477425e-36,471,2.7723125099703177e-36,True
hsa-miR-6786-5p,8.0945,9.2946,-1.2,0.094423,-12.7091,3950.1,2.6813720893742604e-36,472,3.0960758235359577e-36,True
hsa-miR-4454,5.9635,4.8282,1.1352,0.089403,12.6979,3360.3,4.053495566793895e-36,473,4.670518147785778e-36,True
hsa-miR-6848-5p,3.6152,4.4222,-0.807,0.063709,-12.6675,3326.2,5.9784359310265134e-36,474,6.87394004727732e-36,True
hsa-miR-4674,5.2625,6.2959,-1.0334,0.082425,-12.5373,3790.7,2.3237975063841816e-35,475,2.666251875746061e-35,True
hsa-miR-652-5p,3.9583,4.4858,-0.5275,0.0423,-12.4697,3788.8,5.263938780720384e-35,476,6.026988730026491e-35,True
hsa-miR-4508,8.9423,7.607,1.3352,0.107891,12.3755,3896.9,1.5660159775450348e-34,477,1.7892635382852074e-34,True
hsa-miR-6727-5p,5.5109,7.0913,-1.5804,0.129114,-12.2407,3153.8,1.0820715850546051e-33,478,1.233742706809121e-33,True
hsa-miR-1273g-3p,4.6765,5.2334,-0.5569,0.04563,-12.2038,3456.8,1.4403298299176655e-33,479,1.638788637380225e-33,True
hsa-miR-1260b,3.8898,4.7976,-0.9078,0.075137,-12.0825,2720.3,8.89025594074837e-33,480,1.0094144766058046e-32,True
hsa-miR-4532,9.3246,8.2171,1.1075,0.091775,12.0674,2906.8,9.395067551121883e-33,481,1.0645138909275314e-32,True
hsa-miR-4484,5.9102,4.5603,1.3499,0.115849,11.6522,3779.8,7.488515162013446e-31,482,8.46730448816873e-31,True
hsa-miR-8063,5.156,5.7668,-0.6107,0.05261,-11.6086,3293.6,1.4549523942950142e-30,483,1.6417164697531734e-30,True
hsa-miR-6132,5.3529,6.0788,-0.7259,0.062737,-11.5701,3678.0,1.953359749967891e-30,484,2.1995476523398772e-30,True
hsa-miR-3194-3p,3.9512,4.5493,-0.5981,0.051671,-11.5746,1985.5,4.980674502407856e-30,485,5.596840420231508e-30,True
hsa-miR-6131,6.6989,5.8006,0.8984,0.079578,11.289,1756.7,1.396972458457756e-28,486,1.5665637651429569e-28,True
hsa-miR-3656,5.521,6.7917,-1.2707,0.119283,-10.6526,3030.5,4.8689632708074967e-26,487,5.448839799979642e-26,True
hsa-miR-4649-5p,7.1596,7.8248,-0.6651,0.062579,-10.629,3166.7,5.949533388904358e-26,488,6.644458395395236e-26,True
hsa-miR-7975,5.1006,5.5932,-0.4927,0.046418,-10.6143,2314.3,9.884339767090472e-26,489,1.1016288697473023e-25,False
hsa-miR-4732-5p,4.514,4.8461,-0.3321,0.031466,-10.5539,2921.7,1.398844386470549e-25,490,1.5558575318907128e-25,False
hsa-miR-4442,5.5917,6.3036,-0.7119,0.06764,-10.5256,3401.6,1.6179100387633008e-25,491,1.7958471917026456e-25,True
hsa-miR-4466,6.4003,7.7771,-1.3768,0.131595,-10.4625,3164.7,3.2935294126145783e-25,492,3.6483201826726525e-25,True
hsa-miR-7150,5.0172,4.3183,0.6989,0.068523,10.1988,4010.9,3.945065708083123e-24,493,4.3611781154265766e-24,True
hsa-miR-4783-3p,5.0774,4.6316,0.4459,0.043886,10.16,2596.7,8.287449131821102e-24,494,9.143035985511134e-24,False
hsa-miR-1238-5p,4.0644,4.5156,-0.4512,0.045347,-9.9508,2334.3,7.091269098584488e-23,495,7.807558906522314e-23,False
hsa-miR-5100,3.8593,4.8126,-0.9532,0.096673,-9.8604,2924.8,1.3845492653960173e-22,496,1.5213293339532852e-22,True
hsa-miR-6784-5p,6.716,5.5406,1.1755,0.125301,9.3811,3936.4,1.0719687797128004e-20,497,1.175498963668966e-20,True
hsa-miR-5787,7.9004,6.6487,1.2516,0.14052,8.9073,3727.2,8.014494822070703e-19,498,8.770882887607496e-19,True
hsa-miR-4443,4.3026,4.7657,-0.4631,0.052098,-8.8891,3748.9,9.382562743373731e-19,499,1.024748836701139e-18,False
hsa-miR-4258,4.664,5.2731,-0.6091,0.06841,-8.9034,2708.0,9.705099331116286e-19,500,1.0578558270916752e-18,True
hsa-miR-6857-5p,3.4572,3.912,-0.4549,0.051219,-8.8805,3934.6,9.925696623239448e-19,501,1.0797414490350298e-18,False
hsa-miR-1260a,4.4791,4.7964,-0.3174,0.035786,-8.8687,3294.3,1.188964690124058e-18,502,1.2908082791187482e-18,False
hsa-miR-3196,5.9419,7.015,-1.0731,0.123345,-8.6997,3347.8,5.129807945394387e-18,503,5.558141809622149e-18,True
hsa-miR-6889-5p,4.3642,4.8664,-0.5021,0.058432,-8.5936,4015.4,1.1893451771145007e-17,504,1.2860974633480216e-17,True
hsa-miR-7977,4.6751,5.2206,-0.5455,0.065135,-8.3745,2709.3,8.776148806765605e-17,505,9.471289306311395e-17,True
hsa-miR-3940-5p,6.6984,7.5853,-0.8868,0.10614,-8.3555,3971.1,8.904443964940422e-17,506,9.590754863423973e-17,True
hsa-miR-1469,7.3091,6.4988,0.8103,0.09778,8.2866,4002.5,1.5730645706072567e-16,507,1.690966846116282e-16,True
hsa-miR-4497,8.0577,8.9016,-0.8439,0.102482,-8.2346,3494.0,2.5163983631104286e-16,508,2.699679346250361e-16,True
hsa-miR-92b-5p,4.3489,5.0718,-0.723,0.088085,-8.2075,2824.0,3.393856941061879e-16,509,3.633893974221462e-16,True
hsa-miR-1185-2-3p,5.1093,5.4813,-0.372,0.045489,-8.1781,3116.9,4.149226642640686e-16,510,4.433977490665047e-16,False
hsa-miR-6749-5p,6.2194,6.7865,-0.5671,0.070077,-8.0924,3847.4,7.773508664467875e-16,511,8.290728419050865e-16,True
hsa-miR-6752-5p,5.362,4.3765,0.9855,0.122746,8.0287,3435.0,1.3398816171676319e-15,512,1.4262411745241394e-15,True
hsa-miR-4725-3p,5.4336,6.0624,-0.6288,0.079177,-7.9418,3637.8,2.634182870877659e-15,513,2.798498371595174e-15,True
hsa-miR-663b,5.3321,5.7492,-0.4171,0.052641,-7.9243,3683.9,3.0138325862606954e-15,514,3.195600699439842e-15,False
hsa-miR-658,4.1778,4.4772,-0.2993,0.03984,-7.5129,3502.0,7.29811098778722e-14,515,7.723243666687446e-14,False
hsa-miR-4459,5.6687,6.1628,-0.4941,0.071705,-6.8908,3980.5,6.420433961067855e-12,516,6.781272303841049e-12,False
hsa-miR-614,5.6566,6.0795,-0.4228,0.061554,-6.869,1867.2,8.775390205781463e-12,517,9.250653118280266e-12,False
hsa-miR-3663-3p,8.3929,8.8318,-0.4389,0.064639,-6.7894,3975.8,1.293434236605302e-11,518,1.3608526234553854e-11,False
hsa-miR-619-5p,3.8113,4.1763,-0.365,0.056182,-6.4959,3258.2,9.511423559113143e-11,519,9.987911059184322e-11,False
hsa-miR-6789-5p,5.708,6.1603,-0.4523,0.074299,-6.0876,3860.3,1.2576027099206562e-09,520,1.3180643786668417e-09,False
hsa-miR-6768-5p,5.3024,5.7652,-0.4628,0.081277,-5.6947,3939.4,1.3259437496611806e-08,521,1.3870236920639988e-08,False
hsa-miR-4708-3p,4.1137,4.4579,-0.3442,0.060405,-5.6977,1934.4,1.4011523811152539e-08,522,1.4628889802831672e-08,False
hsa-miR-939-5p,4.1557,3.8427,0.313,0.061883,5.0584,3985.3,4.4190118472155535e-07,523,4.604897622815443e-07,False
hsa-miR-1233-5p,8.5714,8.1994,0.372,0.073593,5.0543,3205.7,4.562592115971245e-07,524,4.745444090084596e-07,False
hsa-miR-4488,7.5273,6.8502,0.6771,0.14176,4.7761,3605.8,1.858735128992589e-06,525,1.9295440862875448e-06,True
hsa-miR-1246,4.3948,4.6323,-0.2376,0.050186,-4.7338,1753.8,2.380067530939424e-06,526,2.466039552018985e-06,False
hsa-miR-1307-3p,5.2063,5.3895,-0.1832,0.040248,-4.552,1758.9,5.677714681934041e-06,527,5.8716404205959244e-06,False
hsa-miR-6869-5p,8.4564,8.948,-0.4916,0.108964,-4.5113,3990.6,6.6271999668374e-06,528,6.840575723345423e-06,False
hsa-miR-6885-5p,7.1192,6.682,0.4371,0.096894,4.5114,3827.2,6.6330387196473485e-06,529,6.833659928559177e-06,False
hsa-miR-6090,9.5432,9.0396,0.5036,0.111745,4.5068,3896.9,6.774598508487378e-06,530,6.966332428538908e-06,True
hsa-miR-7704,7.7303,7.1281,0.6022,0.138408,4.3509,3748.8,1.3921830417671365e-05,531,1.42888843269885e-05,True
hsa-miR-7107-5p,4.8793,4.6923,0.187,0.057159,3.2716,4015.7,0.0010785451923777582,532,0.0011049006200110493,False
hsa-miR-4734,9.4084,9.1489,0.2595,0.086025,3.0171,3581.7,0.0025700299867994964,533,0.0026278918251514552,False
hsa-miR-4286,4.3515,4.2553,0.0962,0.036686,2.6218,3793.4,0.00878208195527985,534,0.008962986265220073,False
hsa-miR-4665-5p,5.5123,5.6725,-0.1602,0.064682,-2.4771,3982.7,0.01328724266042643,535,0.01353560233632225,False
hsa-miR-885-3p,4.4052,4.4769,-0.0717,0.034617,-2.0719,3016.3,0.038359240837868264,536,0.03900333256835486,False
hsa-miR-4417,3.9359,4.0843,-0.1484,0.077913,-1.9048,3512.5,0.0568875524341258,537,0.05773503924878689,False
hsa-miR-4433b-3p,4.6719,4.7999,-0.128,0.069959,-1.8294,3890.8,0.06741848902256056,538,0.06829568125891358,False
hsa-miR-2861,7.1917,6.9906,0.2011,0.120257,1.6724,3714.1,0.09452475893409082,539,0.09557698259569479,False
hsa-miR-3621,6.637,6.7908,-0.1537,0.101409,-1.5161,3842.1,0.1295725967825561,540,0.13077234304906124,False
hsa-miR-6743-5p,5.4798,5.6141,-0.1343,0.091007,-1.4756,3613.2,0.14014144006306126,541,0.1411776059784998,False
hsa-miR-204-3p,7.1126,6.957,0.1556,0.130968,1.1883,3859.3,0.2347828878072448,542,0.2360824240866207,False
hsa-miR-4463,5.8654,5.9826,-0.1171,0.103098,-1.1362,3634.5,0.2559489422078183,543,0.2568916639102412,False
hsa-miR-6769a-5p,4.5856,4.6232,-0.0376,0.044056,-0.8536,3679.5,0.39339756821885774,544,0.39412072551337773,False
hsa-miR-2467-3p,4.2769,4.3136,-0.0367,0.0534,-0.6864,2686.3,0.4925459179852826,545,0.4925459179852826,False
