mirna,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
hsa-miR-602,17.45188508929726,-0.15728082294863996,0.029313159486105807,-5.365536356570153,8.070902035940228e-08,1.1164064998952853e-07,False
hsa-miR-6802-3p,18.49893366552992,0.12437320780681983,0.02318574690429654,5.364209672442008,8.130441710539108e-08,1.1217951220870416e-07,False
hsa-miR-4688,41.07092602204769,-0.13009513812414727,0.02430703769407978,-5.352159311285934,8.691082922615174e-08,1.1961212608144622e-07,False
hsa-miR-6784-5p,490.5379785098607,-0.47171996690476603,0.08914844785462576,-5.291398540937012,1.2138452397207633e-07,1.6663618530171686e-07,False
hsa-miR-4459,115.98111070098453,-0.2788511144580206,0.05366447284373637,-5.1961959128900235,2.0340789434902067e-07,2.785359357291866e-07,False
hsa-miR-3619-3p,45.56511842530921,-0.15960619282397512,0.03192863604594238,-4.998841560106621,5.767576884268058e-07,7.878018551193213e-07,False
hsa-miR-92b-5p,59.26481539682182,0.2896402283488389,0.058007988668248384,4.993109311293501,5.94149067855927e-07,8.095281049537005e-07,False
hsa-miR-6726-3p,18.992810008392745,-0.138596567033224,0.028356320022231263,-4.88767819394635,1.0203213088514612e-06,1.386720980857971e-06,False
hsa-miR-7112-5p,24.241768677613525,0.09239656276623498,0.018922021969177864,4.883017413083021,1.0447464096048707e-06,1.4163850577976482e-06,False
hsa-miR-6822-5p,20.126820657895383,0.12038918401393568,0.024823665773652855,4.849774610714965,1.2360184131261536e-06,1.6715385487686196e-06,False
hsa-miR-765,18.950169001809787,0.09877816620470042,0.02037040017278666,4.849102882949777,1.240210880434995e-06,1.6730567570224562e-06,False
hsa-miR-24-3p,22.516595210402876,-0.1306852340111529,0.02700381901313206,-4.839509328202806,1.301600823761783e-06,1.7515369109880783e-06,False
hsa-miR-1273e,22.03993794465125,0.10762255632895973,0.022441716708374387,4.795647219305603,1.6215043049158281e-06,2.1766498674362717e-06,False
hsa-miR-30c-1-3p,23.253219698543102,-0.10521141663924408,0.022188368269924943,-4.7417374436610595,2.118931211224508e-06,2.8373894597478057e-06,False
hsa-miR-6511a-5p,41.42407784020838,-0.13261201908626585,0.028183659647641787,-4.705280320022666,2.535173650822269e-06,3.3864451953385697e-06,False
hsa-miR-4738-3p,19.2460531674567,0.11914878241390016,0.02533199269077387,4.703490320257955,2.557512268041745e-06,3.4079319953123495e-06,False
hsa-miR-4722-5p,29.886659015063092,-0.11352855264973846,0.024371898573916254,-4.658174343924158,3.190259817727129e-06,4.240711221125086e-06,False
hsa-miR-4697-5p,63.499812719916726,-0.15473755373335527,0.03335301445764206,-4.639387361219483,3.494435308787367e-06,4.6337402513117155e-06,False
hsa-miR-1976,20.578532119242894,-0.11306347961008592,0.024597152810570937,-4.5966084156494516,4.294235767055297e-06,5.680481779235769e-06,False
hsa-miR-6763-5p,41.711638621083054,-0.13382752981337662,0.029123698635594997,-4.59514196626841,4.324547374249388e-06,5.706727164566384e-06,False
hsa-miR-23a-5p,23.43630149915877,0.09435626161398435,0.02070020039318996,4.5582293804762415,5.1586679366749785e-06,6.791000061564888e-06,False
hsa-miR-4728-5p,45.71993137603576,0.12051875876320535,0.026518084158664853,4.544776238061132,5.499364312064271e-06,7.222056747168741e-06,False
hsa-miR-342-5p,19.98118220319307,0.11447380814835906,0.025354363230213648,4.51495496490899,6.333022256219822e-06,8.296868100095678e-06,False
hsa-miR-4448,27.30311927425493,0.14510146900196128,0.03233218343966195,4.487833903106124,7.1950988831976045e-06,9.40366640609759e-06,False
hsa-miR-7110-5p,33.78627165139578,-0.1934961768938537,0.043171377276161535,-4.482047808113336,7.393017566155754e-06,9.639221467834655e-06,False
hsa-miR-6721-5p,41.81196810569068,-0.17011461969817618,0.03797187533749172,-4.480016280107521,7.463734610116983e-06,9.708198955880085e-06,False
hsa-miR-484,23.66536156615726,-0.09519394038852369,0.02152254364994373,-4.422987446875155,9.734539950356243e-06,1.263172445939084e-05,False
hsa-miR-636,22.346990463160683,-0.10037622653954024,0.022705656208775096,-4.420758669848426,9.83549702164543e-06,1.2732413009018432e-05,False
hsa-miR-4640-5p,55.62610312365249,-0.13641784432605752,0.030929768172490782,-4.410567953994198,1.0309984439088074e-05,1.3315027296926542e-05,False
hsa-miR-1236-5p,22.609998804188475,-0.11562527961340943,0.02638690017153259,-4.381919773136192,1.1763812955312891e-05,1.5156685722566254e-05,False
hsa-miR-6845-3p,23.057043362253427,-0.10727464722692844,0.024492426933139026,-4.379910881015325,1.1872785514435952e-05,1.5261009682470742e-05,False
hsa-miR-6730-3p,20.387815143290414,-0.10585440545740575,0.024339153334489275,-4.349140826826011,1.3667192881171948e-05,1.752616498879697e-05,False
hsa-miR-5088-5p,18.41577335667487,0.10597514962249202,0.024508004328244522,4.324103595018538,1.5315332000499942e-05,1.9593558545240536e-05,False
hsa-miR-6810-5p,20.78193143449036,0.08989215364179987,0.020842724600778628,4.3128792115039385,1.6114216487873836e-05,2.0567325493890496e-05,False
hsa-miR-6858-3p,20.802389621369468,0.09738587939443048,0.022702738995839546,4.289609258701217,1.7898774372805242e-05,2.2791663628922566e-05,False
hsa-miR-1908-3p,20.54609207543195,-0.14875351204700338,0.03566694484948585,-4.170626687391974,3.03763127320633e-05,3.8589954403203955e-05,False
hsa-miR-6511b-5p,19.961736662168278,0.09715875089942236,0.023465547321409517,4.140485178914901,3.465720023669323e-05,4.3925986346506536e-05,False
hsa-miR-5195-3p,28.606182546592645,0.11239165331088326,0.027202293218311923,4.1316977362490865,3.6009373617939714e-05,4.5533894714100096e-05,False
hsa-miR-4497,887.9510918901203,-0.24934309300506452,0.06039103932413567,-4.1288094358961125,3.6464645899356076e-05,4.6002851886919125e-05,False
hsa-miR-3663-3p,606.5804963294343,0.18604286723956437,0.04609520498142492,4.036056837463559,5.4357052989849475e-05,6.841707593410615e-05,False
hsa-miR-3621,322.00596102074854,-0.2753502658207444,0.06842532079887809,-4.024099011973636,5.719385285450648e-05,7.182177374586644e-05,False
hsa-miR-346,18.899736396444883,-0.09836700163177549,0.0244966060165093,-4.015535930384878,5.9310861579522895e-05,7.43090104846896e-05,False
hsa-miR-6511a-3p,19.796939670418666,0.09932825633032402,0.025509060743431268,3.8938421657058315,9.866886176171594e-05,0.00012333607720214492,False
hsa-miR-3195,64.55174695067565,-0.13481393243863726,0.03464270077617357,-3.8915537593234966,9.960431321663488e-05,0.0001242204821580458,False
hsa-miR-6780b-5p,155.88900705699194,-0.20775800284704377,0.05351625325874256,-3.8821477625230396,0.0001035379286315214,0.0001288314408771214,False
hsa-miR-1225-3p,28.84472788817005,0.0830626970768457,0.02151152716070604,3.861311029026888,0.00011278022337047686,0.00014001189461710682,False
hsa-miR-6807-5p,24.930347602752366,-0.08800566037301193,0.023121738473429427,-3.8061869990504604,0.00014112569554226807,0.00017480341834212747,False
hsa-miR-1199-5p,19.942749504713724,0.10401011389169092,0.027519542099660833,3.7795001644657744,0.00015714348958122704,0.00019420227170469098,False
hsa-miR-4632-5p,91.51697414866099,0.1270946465296017,0.03407256993825368,3.7301162418896685,0.0001913914501992086,0.00023599172026825496,False
hsa-miR-873-3p,19.883738680031442,0.0760303108566487,0.020535210135634675,3.7024364666575083,0.00021353884519853495,0.0002627058027837507,False
hsa-miR-6862-3p,21.098179313742527,0.09391238995966109,0.025582546091127006,3.6709555657649515,0.00024164535139373366,0.00029661422637293884,False
hsa-miR-1237-5p,436.5219976637127,0.3446846339692669,0.09391271070496983,3.6702660521865473,0.00024229814349780693,0.0002967471645085501,False
hsa-miR-1207-5p,39.97059408860088,0.11313675461522281,0.031143140621881248,3.6327985025290817,0.00028036395053331054,0.0003425972041270275,False
hsa-miR-6877-3p,22.892480007509583,0.08005303369266123,0.02206441709250086,3.628150852889254,0.00028545845974305053,0.0003480421936464486,False
hsa-miR-3713,18.550752050637175,0.07407417237443427,0.02073437910270751,3.5725290835818475,0.00035355020345708663,0.0004301001359020362,False
hsa-miR-6826-5p,32.71101227512414,0.0883426734248299,0.02477552888361709,3.565723009983727,0.00036285445642408973,0.00044043581013614456,False
hsa-miR-4462,21.818136938020622,-0.08435600929333512,0.024292291597211954,-3.4725422653421765,0.0005155538272703453,0.0006243929685829737,False
hsa-miR-198,20.18140085142353,-0.0811203261051132,0.023477487119959898,-3.4552388716314955,0.0005498054809403432,0.0006643990845066232,False
hsa-miR-6859-3p,18.72132139664404,0.08881275413451221,0.02571333453243485,3.4539570907259667,0.0005524252639993731,0.0006660879842470316,False
hsa-miR-6813-3p,20.648351225914393,-0.08671944296579831,0.025157912178683087,-3.4470047573851463,0.0005668386004749093,0.0006819581396442065,False
hsa-miR-4769-3p,18.16662489126052,0.0932212187323199,0.027283233981983266,3.4167950468730863,0.0006336296217795592,0.0007606346781274443,False
hsa-miR-6756-5p,74.36024935646245,0.10100177292264396,0.02981229694531285,3.3879232153067513,0.0007042397661491882,0.0008435399396732034,False
hsa-miR-4513,23.744400404595236,0.08128870780678885,0.02419951958800003,3.3591041967253763,0.000781955776260975,0.0009345743378557705,False
hsa-miR-5001-5p,70.7297366183884,0.0746739981848937,0.02295049230709056,3.253699188048491,0.0011391283353274603,0.0013584790869878903,False
hsa-miR-92a-3p,23.425035858119323,0.09647176456261462,0.029756108905708893,3.242082654970587,0.0011865960241718245,0.0014119974523442017,False
hsa-miR-2861,562.8828651365482,-0.24431783192633574,0.07642198909631387,-3.196957247716026,0.0013888550953738271,0.0016490763115005137,False
hsa-miR-139-3p,19.515330948256178,0.08318402265784056,0.026043975663372174,3.193983274021763,0.0014032424724398126,0.0016625372771297778,False
hsa-miR-7155-5p,25.833249499649774,0.05894814210490378,0.0188266226616203,3.131105518201874,0.0017414957609300816,0.002058818198930357,False
hsa-miR-4463,201.24066161646178,-0.2153984825767499,0.07055403344099662,-3.0529577413442244,0.0022659784604630384,0.0026730698289012035,False
hsa-miR-6759-5p,19.45185384494311,0.07659433551757978,0.02581803101906347,2.9666993374136155,0.00301015161801457,0.0035432670233648826,False
hsa-miR-6794-5p,74.28911489930042,-0.07950976086192552,0.027198441488460668,-2.9233204739197527,0.0034631986926588923,0.004067765705817018,False
hsa-miR-423-5p,39.691250604958896,0.08615670110897006,0.03097965803806687,2.7810733418394515,0.0054179495529875,0.00635006990618965,False
hsa-miR-4685-3p,20.920845905999204,-0.06473655262586138,0.023298523344385903,-2.778568910525419,0.005459893101288416,0.006385497296571217,False
hsa-miR-6846-5p,24.924578165495646,-0.06260826200740566,0.023092758045633852,-2.7111643348830303,0.006704738748708979,0.007824588047208552,False
hsa-miR-3173-3p,19.22057765563189,-0.06253959710931371,0.023166659621916132,-2.699551775265433,0.006943295102311504,0.00808567485205079,False
hsa-miR-4487,18.82827426515225,-0.06649493208287163,0.024770820133790703,-2.684405753371229,0.007265886569876351,0.0084433010246964,False
hsa-miR-4695-5p,57.05415311298763,0.09494277209441757,0.03549766813833621,2.6746199700898887,0.007481400304786232,0.008675240778954247,False
hsa-miR-4648,22.575024496860394,-0.07526875049041748,0.029095505026892888,-2.586954597311399,0.009682834992606243,0.011204129662357542,False
hsa-miR-6775-5p,95.62190227883417,-0.0875416172040902,0.03431961888413048,-2.55077474780962,0.010748376845981617,0.012410731739533857,False
hsa-miR-4792,27.39554099375009,-0.06344502233996965,0.02492057343116026,-2.5458893438077586,0.010899973479508083,0.012559166059898319,False
hsa-miR-766-3p,22.262448660989875,0.0480562537991716,0.01928311143988176,2.4921420979697597,0.012697522699621731,0.014599472302307688,False
hsa-miR-6726-5p,86.94066019641755,-0.13166355151175746,0.05301507351448541,-2.4835116276087548,0.013009408715830093,0.014926584737110317,False
hsa-miR-4417,37.43203491901284,0.1500267770785986,0.06148991221306063,2.439859997827944,0.014692954910917615,0.01682281602195399,False
hsa-miR-6825-3p,21.492699535325844,0.0580355809127684,0.024470297488245918,2.371674514404463,0.01770768213663734,0.02023204772425021,False
hsa-miR-4508,998.3428626893149,0.17416853034470806,0.07408557495280974,2.350910152963625,0.01872755525787519,0.02135254731284933,False
hsa-miR-3918,23.51209624089973,-0.04719872476982959,0.020488311646215764,-2.303690298392513,0.021240034828406387,0.02416663670455424,False
hsa-miR-4276,20.682275648250997,0.05521969787010812,0.02481401486792535,2.2253431443488503,0.026058211189351584,0.029586927287909612,False
hsa-miR-197-3p,21.351340267584845,0.0488551211651663,0.022111761017784552,2.2094631506677365,0.027142442753948975,0.030753911228486884,False
hsa-miR-6741-5p,47.27837606528748,0.048706559454188135,0.02231574215595884,2.1826098865003383,0.029064551100522997,0.03286344470909758,False
hsa-miR-6889-5p,39.458710785947844,-0.1025888253154412,0.047403322552338055,-2.1641695094721003,0.030451342424903383,0.03436021039663011,False
hsa-miR-4274,22.481810344616903,-0.04347024506280941,0.021503761127057357,-2.021518226786498,0.043226147489571244,0.048674071036810596,False
hsa-miR-3187-3p,21.942438257650178,-0.05145728622009852,0.02554023879760583,-2.0147535278692144,0.04393048054220418,0.049365179165982015,False
hsa-miR-6732-3p,19.04209323680002,-0.05251010929190767,0.026278287620549033,-1.998231774084318,0.0456915382661255,0.0512384534054288,False
hsa-miR-7109-3p,20.662890809056588,0.043547111700616634,0.02211974249407796,1.9686988540791261,0.0489876829820845,0.054821945021018594,False
hsa-miR-6816-5p,108.47708401863673,-0.16947511397836226,0.08811776028819097,-1.9232798634927892,0.05444491207412358,0.06080425631228966,False
hsa-miR-5100,62.22853037657902,0.12665839481873464,0.06630608934477976,1.9102075853114144,0.056106490902648944,0.06253177411440423,False
hsa-miR-4725-3p,111.17524265719277,-0.10524331409149333,0.05564092276845029,-1.8914731973346919,0.05856120557017378,0.06513440211376471,False
hsa-miR-4442,102.05650438491037,0.08899953654638228,0.04726046268105281,1.8831710799577737,0.059677186934782085,0.06624046207628562,False
hsa-miR-4488,925.5547292125752,-0.16103806482863783,0.08625882591886122,-1.8669169573455264,0.06191318542689936,0.06858269523914665,False
hsa-miR-6790-5p,24.16467630578444,-0.034709736213462274,0.020960693657410014,-1.655944062766821,0.09773314727036321,0.10804171452808915,False
hsa-miR-663a,228.0310884466201,-0.08871988272653913,0.054102191070977586,-1.6398574802662984,0.10103480342671742,0.11146552199911132,False
hsa-miR-6782-5p,30.479407237254787,0.0375566053797564,0.022932914505028698,1.6376725850314855,0.10149001245916796,0.11174152886918493,False
hsa-miR-6815-5p,19.18453218690334,0.0387281480161847,0.023705535810527627,1.633717471131175,0.10231818813920199,0.1124262349513409,False
hsa-miR-532-3p,20.605787524775007,0.033902049541386314,0.021847802208638915,1.5517372968518082,0.12072509461902432,0.13217182745117645,False
hsa-miR-877-3p,20.799070575326862,0.03152117188412276,0.020316120226829847,1.55153501417536,0.12077352306547866,0.13217182745117645,False
hsa-miR-4450,22.68901411496726,-0.050943071079279374,0.03364515402827816,-1.5141280386608607,0.1299933685359147,0.14197672515445595,False
hsa-miR-1233-3p,20.827563700093023,-0.033349796273267146,0.02224916465170792,-1.4989235234369622,0.13389347304532123,0.14594388561940017,False
hsa-miR-4665-5p,83.42157831546798,0.07549266049367906,0.0514787181987075,1.466482910516107,0.1425167735538903,0.15503321674025994,False
hsa-miR-345-3p,22.80400909209609,-0.034792535376761385,0.024876974144361904,-1.398583894281481,0.16193779880363957,0.17580896483662062,False
hsa-miR-6515-3p,34.606206385304155,-0.031475269405854114,0.023027193090655075,-1.3668739078158618,0.17166483170404323,0.18599867451034505,False
hsa-miR-365a-5p,32.96850961130149,-0.02950629309270843,0.02224487453119995,-1.326431086465507,0.18469694757287292,0.1997218976730471,False
hsa-miR-6729-3p,26.681465793243426,0.027263499835109065,0.021861468576706514,1.2471028531065125,0.2123597869474959,0.229180364131456,False
hsa-miR-5739,37.40317837618676,0.02670870703365442,0.021590687978488676,1.2370475206841465,0.21606944102616477,0.2327230145439917,False
hsa-miR-210-5p,21.69719191505746,-0.03199677510038343,0.02732517531467563,-1.1709632136632186,0.24161356397067912,0.25972266738465505,False
hsa-miR-557,26.325607572641406,0.035370120889362686,0.0332998659411604,1.0621700685480342,0.2881584853125444,0.3091464064868833,False
hsa-miR-6861-3p,21.43190385213131,-0.023808581038844864,0.02348258693997485,-1.0138823758942448,0.31063888194815426,0.3326094119091239,False
hsa-miR-296-3p,23.12630274650737,0.026193114848678516,0.026108090284494134,1.0032566366692428,0.3157370526543296,0.3374052817580581,False
hsa-miR-6779-5p,45.615425660629946,-0.024018606869781137,0.024484603138074098,-0.9809677834815168,0.32660862890190767,0.3483399271067313,False
hsa-miR-1234-3p,21.858101145581717,0.020648974001569974,0.021809111171045652,0.9468049311878464,0.3437381885540586,0.3658931889882069,False
hsa-miR-6804-3p,20.3260275567586,-0.02093982800442501,0.02365697276610865,-0.885144021234354,0.37607895949083625,0.3995380758723309,False
hsa-miR-6511b-3p,20.374543028344302,-0.022549898622091887,0.025729603921433728,-0.8764184124617237,0.38080261229311696,0.4037693068088497,False
hsa-miR-6132,82.64119186769265,0.03280473085775849,0.04508294736168365,0.7276527551443872,0.4668261779434695,0.494019935881924,False
hsa-miR-7109-5p,50.217710144114335,-0.020001757422100735,0.029591020872862615,-0.6759400937209293,0.49907868064404004,0.5271276762616315,False
hsa-miR-125b-1-3p,19.59846730553,-0.018414024620777097,0.027993006039215867,-0.6578080465878008,0.5106614832082699,0.5383181979661646,False
hsa-miR-4758-5p,81.92743997269721,-0.019784638777383137,0.030386329754516796,-0.6511032736502912,0.5149798234387144,0.5418224011082999,False
hsa-miR-4484,215.80480150489004,-0.05275593721793862,0.08626831331986987,-0.611533194376104,0.5408466497803486,0.5679410869562427,False
hsa-miR-8052,20.522623266004597,-0.012596178377784227,0.023804428461897977,-0.5291527329860499,0.5966995028848365,0.6251259650559396,False
hsa-miR-6894-5p,25.4893143016449,-0.009968596440438748,0.018884975014769843,-0.5278585983112162,0.597597482191091,0.6251259650559396,False
hsa-miR-6827-5p,18.09198276540933,-0.01233626219430298,0.02383997374019722,-0.5174612324971851,0.6048342246376154,0.6314840084818014,False
hsa-miR-6789-5p,112.78305639500303,0.026368181701170626,0.052409645279234585,0.5031169656020942,0.6148820393279792,0.6407470581907241,False
hsa-miR-6848-5p,26.906166426778867,0.02320548715503867,0.047046354345012954,0.49324729786418653,0.6218378617455056,0.6467588447543904,False
hsa-miR-4419a,21.87427980958517,0.011014065962126545,0.02242643970825128,0.4911196830798863,0.6233418008609601,0.6470881551794729,False
hsa-miR-4535,19.368368978667206,0.012695378185025787,0.026536766227811124,0.4784071305463266,0.6323604594655446,0.6552023772028932,False
hsa-miR-4665-3p,21.566500796612132,-0.007960063623421132,0.022852860924036808,-0.34831803553526547,0.7276013505295643,0.7524530095609346,False
hsa-miR-6749-5p,153.2510880957881,0.01643061408079683,0.04875048106796932,0.33703491167376987,0.7360905824606365,0.7597904686383464,False
hsa-miR-6743-5p,120.17407402720572,0.017111213859903725,0.0640330993923025,0.26722451392007246,0.7892963028434468,0.8131691588840804,False
hsa-miR-6124,49.5180613892391,0.007496633230487266,0.028878723956663483,0.25959018278428786,0.7951799097988959,0.8176850015856572,False
hsa-miR-449b-3p,17.44362242557294,-0.0060413187666371595,0.023840101320663755,-0.2534099450911628,0.7999514433460744,0.821042441852374,False
hsa-miR-6089,1338.2841032446258,-0.021752895001380574,0.08659576518987333,-0.2512004478935466,0.8016591382949559,0.8212485533284792,False
hsa-miR-128-2-5p,284.4398264459592,0.011719402368456129,0.04990954659318687,0.23481283979558212,0.8143540016244061,0.8326884256759874,False
hsa-miR-5196-5p,25.71587727406192,-0.006212019112120582,0.027727394688217274,-0.2240390480956501,0.8227269194093096,0.8396744776742954,False
hsa-miR-6860,21.25546634002369,0.0051999417598180345,0.023792214428120396,0.2185564431393213,0.8269955857887256,0.8424534472053372,False
hsa-miR-3185,37.19002601202918,-0.006602849486504013,0.035711960860559486,-0.1848918213224254,0.8533138860350342,0.8676419177035329,False
hsa-miR-668-3p,18.554881389265184,0.004128055182536698,0.02295213551126827,0.17985494990259376,0.8572664431440975,0.8700376378278084,False
hsa-miR-874-5p,19.670700697574087,-0.004714099632341584,0.026988862034462685,-0.17466833637972745,0.8613402491555452,0.8725472784196509,False
hsa-miR-6752-5p,190.40515337877616,0.012541518706111445,0.08788357251205106,0.14270606380267126,0.8865223275164805,0.8963908506428235,False
hsa-miR-6802-5p,88.68868789173261,0.003911088247914738,0.028144213150279172,0.1389659830612796,0.889477029762837,0.897712928186567,False
hsa-miR-5006-5p,19.361606988897815,0.002435209381441109,0.02427841900910316,0.10030345800227067,0.9201034122509026,0.9269063949662514,False
hsa-miR-30b-3p,18.565195784033367,-0.00201880833176878,0.025411777591326602,-0.07944380610578884,0.9366796264903567,0.9418642000687167,False
hsa-miR-208a-5p,22.596831900021797,-0.0018015343077093216,0.024477186121124008,-0.07360054782418732,0.9413282352224884,0.9447953742104166,False
hsa-miR-5787,948.1494166269683,0.004893044413746434,0.086979795268001,0.05625495436808111,0.9551387031800396,0.956894472855003,False
hsa-miR-4525,74.42864647882095,0.00109275510391166,0.038893848742190325,0.028095833640816515,0.9775857170362399,0.9775857170362399,False
